Name,Date,notes,Value,Change
IQZ,2015-9-5,notes,395.75,DECREASED
QNH,2015-10-13,notes,988.51,INCREASED
KCT,2015-10-15,notes,354.64,DECREASED
LVR,2015-7-16,notes,997.50,INCREASED
DMD,2015-7-19,notes,212.38,DECREASED
QLS,2015-11-15,notes,236.15,DECREASED
NIS,2015-11-13,notes,829.97,INCREASED
INY,2015-8-6,notes,338.36,DECREASED
WYO,2015-8-19,notes,406.12,DECREASED
SGT,2015-8-8,notes,741.21,INCREASED
DUO,2015-7-4,notes,757.82,DECREASED
ISF,2015-11-14,notes,582.49,INCREASED
MDH,2015-11-13,notes,119.5,DECREASED
QFX,2015-10-15,notes,76.18,DECREASED
QNH,2015-11-10,notes,Lost,UNKNOWN
DJY,2015-7-15,notes,307.35,DECREASED
RTN,2015-8-6,notes,523.68,INCREASED
TSM,2015-7-1,notes,184.73,NEW
DMD,2015-7-4,notes,unknown,UNKNOWN
GUC,2015-7-4,notes,623.79,INCREASED
EUS,2015-10-10,notes,759.17,INCREASED
HSK,2015-10-8,notes,957.88,DECREASED
ABU,2015-10-7,notes,780.81,INCREASED
RTN,2015-10-8,notes,446.55,INCREASED
KTX,2015-7-10,notes,Not applicable,UNKNOWN
DWM,2015-11-15,notes,NA,UNKNOWN
ISF,2015-7-17,notes,34.41,DECREASED
VFK,2015-9-2,notes,694.89,DECREASED
LDT,2015-8-1,notes,904.73,INCREASED
RTN,2015-10-14,notes,785.40,INCREASED
KCT,2015-9-16,notes,859.33,INCREASED
PEX,2015-7-13,notes,352.44,DECREASED
LII,2015-7-11,notes,187.8,INCREASED
XZZ,2015-11-15,notes,Not found,UNKNOWN
ZKG,2015-7-16,notes,--,UNKNOWN
SBH,2015-9-8,notes,559.30,INCREASED
NIS,2015-8-13,notes,853.28,INCREASED
DEE,2015-11-13,notes,Not found,UNKNOWN
DJY,2015-8-18,notes,379.19,INCREASED
QFX,2015-7-12,notes,784.0,INCREASED
TSM,2015-9-9,notes,578.81,INCREASED
GRH,2015-11-16,notes,706.0,INCREASED
ARA,2015-8-4,notes,218.7,DECREASED
WHJ,2015-8-4,notes,17.54,DECREASED
ORX,2015-10-15,notes,821.62,INCREASED
DNL,2015-9-20,notes,893.83,INCREASED
IUQ,2015-10-16,notes,378.93,DECREASED
YPF,2015-8-1,notes,243.33,DECREASED
SBH,2015-7-5,notes,unknown,UNKNOWN
FFJ,2015-10-1,notes,713.44,DECREASED
FGF,2015-11-13,notes,431.54,INCREASED
DMD,2015-7-2,notes,10.59,DECREASED
VVX,2015-10-1,notes,217.46,DECREASED
WGX,2015-10-12,notes,260.87,DECREASED
QLS,2015-8-14,notes,965.34,INCREASED
JNL,2015-9-2,notes,54.90,DECREASED
RCC,2015-11-3,notes,465.94,INCREASED
MDH,2015-9-10,notes,265.24,DECREASED
DUO,2015-7-16,notes,789.94,INCREASED
PFT,2015-7-10,notes,750.90,INCREASED
TZA,2015-10-14,notes,692.65,INCREASED
FZV,2015-7-4,notes,72.59,DECREASED
OPZ,2015-7-4,notes,637.60,INCREASED
DEE,2015-7-14,notes,943.36,INCREASED
ZGV,2015-7-17,notes,974.99,INCREASED
XZZ,2015-7-5,notes,unknown,UNKNOWN
VVX,2015-8-2,notes,483.42,INCREASED
ETP,2015-8-7,notes,684.28,DECREASED
ZGV,2015-9-15,notes,755.63,INCREASED
SBH,2015-11-5,notes,164.66,DECREASED
DMD,2015-7-8,notes,77.32,DECREASED
IUQ,2015-9-7,notes,23.45,DECREASED
LVR,2015-8-3,notes,701.87,INCREASED
SBH,2015-7-11,notes,Not found,UNKNOWN
JFG,2015-9-1,notes,Not applicable,UNKNOWN
XKF,2015-11-7,notes,707.88,DECREASED
TSM,2015-10-11,notes,630.88,INCREASED
COF,2015-11-4,notes,657.14,INCREASED
NIS,2015-7-8,notes,576.69,DECREASED
QFX,2015-10-17,notes,313.97,DECREASED
PUA,2015-7-15,notes,242.15,DECREASED
AJZ,2015-11-9,notes,77.3,DECREASED
LTH,2015-8-13,notes,565.45,INCREASED
JDF,2015-7-11,notes,not there,UNKNOWN
PFT,2015-8-5,notes,385.66,DECREASED
TIO,2015-7-20,notes,882.29,INCREASED
XZZ,2015-9-4,notes,857.95,INCREASED
MQZ,2015-8-6,notes,852.40,INCREASED
ZVQ,2015-8-13,notes,81.73,DECREASED
TSM,2015-11-16,notes,11.32,DECREASED
OBR,2015-9-10,notes,962.14,INCREASED
FGF,2015-9-12,notes,588.0,DECREASED
KZW,2015-9-11,notes,276.61,DECREASED
ZVQ,2015-7-8,notes,731.9,INCREASED
MQZ,2015-8-8,notes,268.7,DECREASED
ABU,2015-9-17,notes,993.96,INCREASED
IMN,2015-11-9,notes,214.83,DECREASED
GRH,2015-7-7,notes,70.64,DECREASED
NIS,2015-11-19,notes,689.0,DECREASED
PUA,2015-8-11,notes,912.43,INCREASED
XOT,2015-8-10,notes,189.70,DECREASED
FZV,2015-9-15,notes,56.86,DECREASED
LDT,2015-11-1,notes,unknown,UNKNOWN
WGX,2015-9-19,notes,776.85,INCREASED
IQZ,2015-9-14,notes,--,UNKNOWN
OQB,2015-9-18,notes,588.1,INCREASED
XKF,2015-9-3,notes,905.69,DECREASED
TSM,2015-10-10,notes,462.44,DECREASED
LDT,2015-8-18,notes,814.31,INCREASED
TIO,2015-9-13,notes,169.2,DECREASED
WHJ,2015-8-19,notes,349.66,DECREASED
EUS,2015-8-2,notes,60.75,DECREASED
WHL,2015-8-10,notes,517.22,DECREASED
XKF,2015-11-12,notes,292.32,DECREASED
IXX,2015-9-2,notes,735.13,INCREASED
OQB,2015-11-15,notes,91.64,DECREASED
LTH,2015-10-3,notes,724.7,INCREASED
OBR,2015-7-5,notes,377.55,DECREASED
EUS,2015-8-5,notes,918.32,INCREASED
ZVQ,2015-11-4,notes,361.5,DECREASED
ZVQ,2015-7-16,notes,514.30,INCREASED
ORX,2015-8-2,notes,665.65,INCREASED
QLS,2015-7-20,notes,893.28,INCREASED
VVX,2015-11-16,notes,654.97,INCREASED
XQN,2015-11-10,notes,367.91,DECREASED
YPF,2015-10-9,notes,249.6,DECREASED
ARA,2015-11-5,notes,359.93,DECREASED
IMN,2015-9-8,notes,555.2,INCREASED
XKF,2015-8-11,notes,565.39,DECREASED
TZA,2015-10-7,notes,584.69,INCREASED
DMD,2015-11-1,notes,279.14,DECREASED
QFX,2015-8-18,notes,449.43,INCREASED
IFM,2015-7-10,notes,597.44,INCREASED
TZA,2015-10-4,notes,80.12,DECREASED
YPF,2015-9-17,notes,235.69,DECREASED
AJZ,2015-10-4,notes,22.51,DECREASED
ELM,2015-10-11,notes,72.14,DECREASED
PFF,2015-8-14,notes,461.35,INCREASED
VFK,2015-9-3,notes,788.65,INCREASED
ZPZ,2015-7-7,notes,207.46,DECREASED
AJZ,2015-9-16,notes,581.86,DECREASED
WHJ,2015-9-3,notes,651.56,INCREASED
DWM,2015-7-8,notes,Not found,UNKNOWN
ETP,2015-8-15,notes,682.85,INCREASED
FGF,2015-7-5,notes,708.58,INCREASED
TZA,2015-8-11,notes,867.14,INCREASED
DMD,2015-9-20,notes,615.43,DECREASED
QNH,2015-11-11,notes,915.70,INCREASED
XKF,2015-11-17,notes,187.66,DECREASED
KTX,2015-8-16,notes,939.45,INCREASED
DJY,2015-10-1,notes,368.11,DECREASED
PGC,2015-10-5,notes,591.6,DECREASED
FZN,2015-8-6,notes,743.91,INCREASED
FZS,2015-10-16,notes,43.37,DECREASED
ISF,2015-9-17,notes,829.27,INCREASED
IXX,2015-7-19,notes,253.5,DECREASED
PGC,2015-7-13,notes,167.85,DECREASED
DNX,2015-10-20,notes,360.21,DECREASED
DJY,2015-8-4,notes,280.74,DECREASED
HSK,2015-9-3,notes,749.16,INCREASED
ZPZ,2015-8-7,notes,408.84,DECREASED
ULI,2015-9-5,notes,159.47,DECREASED
FZV,2015-11-2,notes,650.52,DECREASED
DWM,2015-7-18,notes,808.18,INCREASED
ARA,2015-11-1,notes,276.68,INCREASED
DWM,2015-10-15,notes,517.69,DECREASED
TZA,2015-7-9,notes,798.83,INCREASED
FZN,2015-8-10,notes,678.13,INCREASED
YPF,2015-9-8,notes,200.24,DECREASED
ORX,2015-10-5,notes,937.93,INCREASED
WHL,2015-8-7,notes,765.32,INCREASED
PUA,2015-10-4,notes,292.57,DECREASED
YLB,2015-11-8,notes,282.21,DECREASED
KZW,2015-8-5,notes,579.33,INCREASED
XQN,2015-9-3,notes,643.61,INCREASED
KJJ,2015-8-17,notes,429.15,INCREASED
PFT,2015-9-20,notes,350.28,DECREASED
ZPZ,2015-9-1,notes,409.69,DECREASED
FZN,2015-10-13,notes,834.16,INCREASED
DKM,2015-10-10,notes,600.20,INCREASED
FZN,2015-11-2,notes,256.32,INCREASED
SGT,2015-8-2,notes,567.99,INCREASED
LTH,2015-9-8,notes,807.94,INCREASED
BBL,2015-11-3,notes,800.35,INCREASED
NRA,2015-9-13,notes,966.75,INCREASED
PFT,2015-9-4,notes,278.30,DECREASED
DKM,2015-9-13,notes,550.14,INCREASED
YPF,2015-9-7,notes,415.25,DECREASED
KCT,2015-8-16,notes,532.92,INCREASED
GRH,2015-7-19,notes,351.9,DECREASED
KTX,2015-10-4,notes,339.56,DECREASED
MDH,2015-8-6,notes,572.94,INCREASED
KZW,2015-8-13,notes,765.39,INCREASED
NIS,2015-9-9,notes,392.21,INCREASED
RTN,2015-8-1,notes,487.74,INCREASED
MDH,2015-9-15,notes,338.83,DECREASED
OBR,2015-11-6,notes,573.99,DECREASED
OQB,2015-8-7,notes,N/A,UNKNOWN
XQN,2015-10-5,notes,694.81,INCREASED
XOT,2015-7-10,notes,577.57,INCREASED
DNX,2015-10-12,notes,Invalid,UNKNOWN
EUS,2015-11-19,notes,178.21,DECREASED
XZZ,2015-8-6,notes,55.95,DECREASED
QLS,2015-10-9,notes,457.31,INCREASED
PFT,2015-10-17,notes,954.90,INCREASED
EUS,2015-9-6,notes,791.80,INCREASED
XKF,2015-8-17,notes,70.29,DECREASED
ABU,2015-11-2,notes,411.13,DECREASED
PGC,2015-10-8,notes,563.15,DECREASED
JDF,2015-10-2,notes,UNKOWN,UNKNOWN
LDT,2015-9-6,notes,868.65,INCREASED
KZW,2015-8-3,notes,932.33,INCREASED
ZVQ,2015-10-10,notes,30.12,DECREASED
ELM,2015-7-2,notes,384.76,INCREASED
ULI,2015-8-4,notes,889.87,DECREASED
DWM,2015-8-11,notes,874.83,INCREASED
OQB,2015-8-16,notes,835.39,DECREASED
RNP,2015-10-10,notes,325.53,DECREASED
ELM,2015-8-4,notes,526.38,INCREASED
IMN,2015-11-6,notes,210.47,DECREASED
DUO,2015-7-11,notes,117.75,DECREASED
KCT,2015-10-10,notes,139.2,DECREASED
PFT,2015-11-6,notes,55.80,DECREASED
IES,2015-7-19,notes,Lost,UNKNOWN
KXO,2015-8-4,notes,824.44,INCREASED
LVR,2015-11-16,notes,497.67,INCREASED
COF,2015-8-17,notes,626.63,DECREASED
RTN,2015-10-7,notes,102.71,DECREASED
YRW,2015-11-10,notes,4.36,DECREASED
MQZ,2015-11-9,notes,934.2,INCREASED
IMN,2015-9-16,notes,285.91,INCREASED
RCC,2015-9-10,notes,697.1,INCREASED
ETP,2015-7-4,notes,54.2,DECREASED
COF,2015-7-19,notes,870.42,INCREASED
DNX,2015-8-7,notes,319.50,DECREASED
ORX,2015-11-1,notes,--,UNKNOWN
HSK,2015-9-2,notes,398.21,DECREASED
GUC,2015-7-15,notes,262.81,DECREASED
DUO,2015-10-2,notes,146.74,DECREASED
ZKG,2015-11-13,notes,946.33,DECREASED
YLB,2015-9-5,notes,6.13,DECREASED
RTN,2015-7-20,notes,154.74,DECREASED
EUS,2015-8-12,notes,510.92,DECREASED
PUA,2015-10-1,notes,364.63,DECREASED
VVX,2015-11-20,notes,605.42,INCREASED
TIO,2015-10-10,notes,368.10,INCREASED
FGF,2015-11-4,notes,563.11,DECREASED
BBL,2015-7-2,notes,704.88,DECREASED
SBH,2015-7-1,notes,122.74,NEW
RCC,2015-7-5,notes,977.23,INCREASED
IXX,2015-10-6,notes,900.82,INCREASED
XOT,2015-7-20,notes,405.10,INCREASED
QFX,2015-9-1,notes,169.75,DECREASED
INO,2015-10-4,notes,227.94,INCREASED
WYO,2015-8-20,notes,72.98,DECREASED
INO,2015-10-19,notes,28.69,DECREASED
NRA,2015-7-4,notes,522.73,DECREASED
OEI,2015-9-15,notes,414.22,DECREASED
KJJ,2015-10-15,notes,703.11,INCREASED
WHJ,2015-9-9,notes,192.75,DECREASED
JDF,2015-11-20,notes,375.24,DECREASED
DKM,2015-8-17,notes,453.39,DECREASED
KJJ,2015-8-12,notes,859.80,INCREASED
KJJ,2015-9-19,notes,734.66,DECREASED
WHL,2015-9-3,notes,631.23,INCREASED
OBR,2015-11-18,notes,...,UNKNOWN
IES,2015-9-20,notes,948.19,INCREASED
INY,2015-10-18,notes,114.2,INCREASED
XBO,2015-11-7,notes,30.43,DECREASED
XQN,2015-8-8,notes,296.72,DECREASED
VFK,2015-7-6,notes,134.16,DECREASED
LLV,2015-10-19,notes,587.78,INCREASED
MQZ,2015-9-2,notes,518.23,DECREASED
OPZ,2015-11-8,notes,Missing,UNKNOWN
DNL,2015-7-15,notes,535.49,DECREASED
RCC,2015-8-7,notes,980.28,INCREASED
NIS,2015-11-8,notes,149.59,DECREASED
GUC,2015-8-10,notes,653.59,INCREASED
TFQ,2015-8-6,notes,-,UNKNOWN
OPZ,2015-7-19,notes,657.25,DECREASED
OQB,2015-10-4,notes,--------,UNKNOWN
YPF,2015-10-8,notes,336.11,DECREASED
DMD,2015-11-17,notes,749.43,DECREASED
IUQ,2015-11-7,notes,715.31,INCREASED
XZZ,2015-11-12,notes,281.50,DECREASED
NSJ,2015-11-3,notes,96.93,INCREASED
KCT,2015-8-1,notes,--------,UNKNOWN
DKM,2015-11-18,notes,715.27,DECREASED
NRA,2015-11-10,notes,763.56,INCREASED
DMD,2015-10-18,notes,13.17,DECREASED
ELM,2015-7-3,notes,354.37,DECREASED
JDF,2015-7-19,notes,96.22,DECREASED
BBL,2015-10-17,notes,695.5,INCREASED
JFG,2015-8-8,notes,931.86,INCREASED
RCC,2015-10-12,notes,609.2,INCREASED
INY,2015-10-2,notes,65.82,DECREASED
XBO,2015-8-5,notes,177.68,DECREASED
DEE,2015-7-8,notes,947.47,DECREASED
DKM,2015-9-18,notes,819.68,DECREASED
ULI,2015-8-11,notes,489.47,INCREASED
WGX,2015-11-7,notes,529.23,DECREASED
COF,2015-7-6,notes,323.54,DECREASED
GUC,2015-9-18,notes,623.53,INCREASED
OBR,2015-8-6,notes,645.30,DECREASED
IQZ,2015-9-17,notes,970.80,INCREASED
INO,2015-8-9,notes,70.81,DECREASED
ETP,2015-10-11,notes,513.65,INCREASED
KXO,2015-7-14,notes,469.26,DECREASED
IQZ,2015-9-7,notes,855.66,INCREASED
XKF,2015-7-2,notes,434.41,INCREASED
ORX,2015-11-18,notes,326.47,INCREASED
OEI,2015-9-16,notes,168.9,DECREASED
PFF,2015-10-3,notes,724.26,INCREASED
BWS,2015-11-14,notes,509.32,INCREASED
KZW,2015-11-9,notes,719.52,INCREASED
NIS,2015-8-9,notes,567.87,DECREASED
SGT,2015-8-18,notes,589.35,DECREASED
MDH,2015-9-11,notes,Not applicable,UNKNOWN
SGT,2015-7-5,notes,721.40,DECREASED
MQZ,2015-7-5,notes,651.77,INCREASED
DKM,2015-7-14,notes,499.70,INCREASED
FZS,2015-10-7,notes,467.35,DECREASED
VVX,2015-8-4,notes,431.98,DECREASED
NRA,2015-11-16,notes,114.6,DECREASED
XKF,2015-7-19,notes,747.51,DECREASED
IUQ,2015-11-20,notes,459.72,INCREASED
MQZ,2015-7-7,notes,--------,UNKNOWN
INO,2015-7-6,notes,794.54,INCREASED
ETP,2015-10-15,notes,not there,UNKNOWN
OEI,2015-10-4,notes,386.14,INCREASED
FKS,2015-7-20,notes,456.37,INCREASED
XZZ,2015-9-9,notes,116.36,DECREASED
AJZ,2015-9-18,notes,715.81,DECREASED
LVR,2015-8-13,notes,119.69,DECREASED
SBH,2015-11-13,notes,514.59,DECREASED
KXO,2015-10-15,notes,981.56,INCREASED
RTN,2015-8-13,notes,241.12,DECREASED
DJY,2015-9-12,notes,948.56,INCREASED
ETP,2015-11-8,notes,767.92,DECREASED
DEE,2015-10-8,notes,987.24,INCREASED
INY,2015-10-7,notes,937.93,DECREASED
SBH,2015-8-14,notes,756.85,INCREASED
ZPZ,2015-9-19,notes,754.13,INCREASED
UBH,2015-11-8,notes,53.17,DECREASED
NRA,2015-7-12,notes,192.59,DECREASED
RHS,2015-9-19,notes,489.83,INCREASED
MDH,2015-10-8,notes,--,UNKNOWN
IUQ,2015-8-14,notes,967.7,INCREASED
SBH,2015-11-18,notes,Not present,UNKNOWN
DNL,2015-11-20,notes,754.19,INCREASED
ISF,2015-8-2,notes,777.71,INCREASED
VFK,2015-9-5,notes,unknown,UNKNOWN
XQN,2015-8-19,notes,119.76,DECREASED
WGX,2015-8-7,notes,886.80,INCREASED
BBL,2015-7-7,notes,370.20,INCREASED
IMN,2015-9-14,notes,985.61,INCREASED
JFG,2015-10-10,notes,779.24,INCREASED
WHJ,2015-11-18,notes,787.17,INCREASED
DUO,2015-7-2,notes,836.77,INCREASED
LII,2015-9-5,notes,289.1,DECREASED
WYO,2015-8-6,notes,Invalid,UNKNOWN
SBH,2015-11-17,notes,514.20,DECREASED
RCC,2015-7-19,notes,287.47,INCREASED
GUC,2015-8-13,notes,141.29,DECREASED
MQZ,2015-9-19,notes,367.77,DECREASED
FZV,2015-10-15,notes,656.61,INCREASED
DMD,2015-7-18,notes,540.17,INCREASED
FZS,2015-11-18,notes,Lost,UNKNOWN
INY,2015-11-14,notes,622.88,DECREASED
YRW,2015-11-6,notes,105.4,DECREASED
XBO,2015-8-17,notes,502.86,DECREASED
RCC,2015-10-16,notes,830.86,DECREASED
TIO,2015-11-9,notes,913.38,INCREASED
DJY,2015-9-3,notes,717.38,INCREASED
RCC,2015-8-15,notes,182.42,DECREASED
FKS,2015-8-13,notes,129.74,DECREASED
INO,2015-10-17,notes,775.74,INCREASED
DLV,2015-9-14,notes,645.42,DECREASED
MQZ,2015-9-12,notes,126.1,DECREASED
DLV,2015-7-17,notes,932.54,INCREASED
PFT,2015-7-8,notes,598.95,DECREASED
ELM,2015-8-11,notes,100.85,DECREASED
JXG,2015-7-6,notes,611.44,INCREASED
BWS,2015-11-11,notes,29.5,DECREASED
IES,2015-8-8,notes,869.57,INCREASED
PFF,2015-7-7,notes,651.47,DECREASED
MQZ,2015-8-13,notes,269.19,DECREASED
ULI,2015-9-12,notes,173.88,DECREASED
LDT,2015-9-3,notes,-,UNKNOWN
PEX,2015-10-3,notes,690.42,INCREASED
OQB,2015-8-3,notes,258.8,INCREASED
ZKG,2015-9-17,notes,186.11,DECREASED
PFF,2015-9-12,notes,636.33,INCREASED
LVR,2015-7-14,notes,898.43,INCREASED
YLB,2015-8-8,notes,380.49,DECREASED
KXO,2015-9-13,notes,32.92,DECREASED
FFJ,2015-9-5,notes,579.50,INCREASED
XKF,2015-7-16,notes,837.63,INCREASED
OQB,2015-8-10,notes,449.40,INCREASED
INO,2015-8-19,notes,235.32,INCREASED
ETP,2015-10-7,notes,NA,UNKNOWN
TZA,2015-11-20,notes,396.31,INCREASED
ABU,2015-11-14,notes,423.93,DECREASED
INY,2015-10-4,notes,758.39,INCREASED
JFG,2015-9-16,notes,93.99,DECREASED
KZW,2015-8-19,notes,696.81,DECREASED
IUQ,2015-10-2,notes,941.90,INCREASED
EUS,2015-10-19,notes,331.3,DECREASED
LLV,2015-11-9,notes,Invalid,UNKNOWN
RHS,2015-11-3,notes,759.0,INCREASED
SGT,2015-7-6,notes,963.33,INCREASED
HSK,2015-8-11,notes,500.1,INCREASED
PUA,2015-11-7,notes,693.68,INCREASED
NRA,2015-8-19,notes,275.57,DECREASED
XBO,2015-7-16,notes,704.84,INCREASED
YRW,2015-8-1,notes,52.86,DECREASED
PFF,2015-7-11,notes,716.53,INCREASED
QLS,2015-8-16,notes,NA,UNKNOWN
ETP,2015-9-2,notes,2.32,DECREASED
INO,2015-10-18,notes,115.13,DECREASED
OEI,2015-9-13,notes,186.10,DECREASED
DNX,2015-10-3,notes,464.6,DECREASED
LLV,2015-8-13,notes,265.21,INCREASED
KTX,2015-10-14,notes,67.29,DECREASED
LVR,2015-9-8,notes,542.51,DECREASED
TFQ,2015-10-16,notes,747.49,INCREASED
FKS,2015-9-1,notes,455.55,INCREASED
KJJ,2015-9-1,notes,200.43,DECREASED
XZZ,2015-7-9,notes,516.50,DECREASED
FZS,2015-7-7,notes,45.59,DECREASED
ZPZ,2015-9-13,notes,53.19,INCREASED
DUO,2015-9-7,notes,106.68,DECREASED
XOT,2015-9-20,notes,406.77,INCREASED
DWM,2015-7-13,notes,890.37,INCREASED
XZZ,2015-7-10,notes,365.30,DECREASED
SBH,2015-7-3,notes,977.42,INCREASED
KCT,2015-11-7,notes,384.39,INCREASED
WYO,2015-7-10,notes,547.85,INCREASED
LVR,2015-7-17,notes,40.38,DECREASED
JDF,2015-7-14,notes,80.52,DECREASED
WHJ,2015-10-6,notes,799.42,INCREASED
IXX,2015-8-6,notes,975.36,INCREASED
KJJ,2015-8-4,notes,744.45,INCREASED
RHS,2015-9-12,notes,67.25,DECREASED
QLS,2015-9-1,notes,631.80,DECREASED
AJZ,2015-9-20,notes,667.85,DECREASED
XOT,2015-11-3,notes,422.43,DECREASED
OPZ,2015-11-19,notes,318.9,INCREASED
VVX,2015-10-19,notes,873.9,INCREASED
KXO,2015-8-3,notes,141.96,DECREASED
PUA,2015-8-5,notes,67.12,DECREASED
INY,2015-8-14,notes,943.16,INCREASED
FKS,2015-10-8,notes,--------,UNKNOWN
FKS,2015-8-18,notes,991.55,INCREASED
SBH,2015-9-19,notes,351.31,DECREASED
RHS,2015-11-15,notes,474.41,DECREASED
ETP,2015-11-5,notes,66.66,DECREASED
LTH,2015-10-20,notes,231.4,DECREASED
PEX,2015-7-11,notes,537.86,DECREASED
FZV,2015-7-1,notes,883.5,NEW
IFM,2015-11-9,notes,955.74,INCREASED
ABU,2015-10-20,notes,248.17,DECREASED
NIS,2015-9-8,notes,320.77,DECREASED
GUC,2015-11-19,notes,516.54,DECREASED
KJJ,2015-8-1,notes,105.68,DECREASED
UBH,2015-11-16,notes,981.49,INCREASED
IES,2015-8-7,notes,374.4,DECREASED
ISF,2015-9-7,notes,556.27,INCREASED
NRA,2015-9-10,notes,524.1,INCREASED
ZKG,2015-8-2,notes,454.15,INCREASED
FFJ,2015-11-16,notes,301.28,DECREASED
GRH,2015-9-11,notes,480.84,DECREASED
VVX,2015-10-15,notes,362.47,DECREASED
RCC,2015-7-16,notes,479.15,INCREASED
QLS,2015-8-3,notes,965.1,DECREASED
LII,2015-10-18,notes,807.49,INCREASED
FZN,2015-8-5,notes,603.24,DECREASED
NSJ,2015-9-8,notes,93.87,DECREASED
DNX,2015-8-6,notes,Not present,UNKNOWN
RCC,2015-8-20,notes,377.56,DECREASED
INO,2015-7-15,notes,955.24,INCREASED
ETP,2015-9-12,notes,566.44,DECREASED
ORX,2015-7-15,notes,76.41,DECREASED
BWS,2015-10-6,notes,991.95,INCREASED
RNP,2015-7-16,notes,Not found,UNKNOWN
INY,2015-11-9,notes,315.21,DECREASED
ZKG,2015-10-11,notes,16.44,DECREASED
RTN,2015-11-16,notes,128.87,DECREASED
ZKG,2015-10-1,notes,827.12,INCREASED
DJY,2015-9-20,notes,495.28,INCREASED
DUO,2015-11-12,notes,521.77,INCREASED
WHL,2015-8-1,notes,355.80,DECREASED
OQB,2015-11-8,notes,612.45,INCREASED
INO,2015-7-13,notes,743.27,INCREASED
NRA,2015-7-15,notes,28.65,DECREASED
HSK,2015-10-15,notes,Not applicable,UNKNOWN
RTN,2015-9-3,notes,508.20,DECREASED
NIS,2015-9-4,notes,687.24,INCREASED
SBH,2015-10-16,notes,546.24,DECREASED
QBU,2015-8-1,notes,379.73,DECREASED
TSM,2015-11-12,notes,419.34,DECREASED
KTX,2015-7-12,notes,539.57,DECREASED
TIO,2015-10-14,notes,210.74,DECREASED
ELM,2015-8-10,notes,498.9,INCREASED
KTX,2015-10-12,notes,704.30,DECREASED
ARA,2015-11-4,notes,unknown,UNKNOWN
JXG,2015-8-16,notes,567.95,DECREASED
VVX,2015-11-10,notes,882.12,INCREASED
RNP,2015-7-19,notes,665.77,INCREASED
LDT,2015-7-5,notes,554.72,DECREASED
KTX,2015-10-13,notes,704.17,DECREASED
OEI,2015-9-14,notes,490.6,INCREASED
WGX,2015-8-12,notes,938.87,INCREASED
TSM,2015-11-7,notes,171.24,DECREASED
AJZ,2015-11-2,notes,142.49,INCREASED
KTX,2015-9-2,notes,347.49,DECREASED
OBR,2015-8-13,notes,772.43,INCREASED
OEI,2015-9-9,notes,260.59,INCREASED
LTH,2015-7-5,notes,491.75,DECREASED
QFX,2015-11-12,notes,427.49,DECREASED
WHL,2015-9-17,notes,610.0,DECREASED
ETP,2015-10-6,notes,790.82,INCREASED
IFM,2015-11-2,notes,411.78,INCREASED
DEE,2015-10-18,notes,174.77,INCREASED
SBH,2015-9-14,notes,635.96,INCREASED
FZS,2015-9-17,notes,461.67,DECREASED
QNH,2015-8-3,notes,447.50,DECREASED
YLB,2015-7-2,notes,167.43,DECREASED
FZS,2015-8-2,notes,807.52,DECREASED
IES,2015-8-13,notes,791.30,INCREASED
MQZ,2015-7-17,notes,750.42,INCREASED
LLV,2015-8-9,notes,NA,UNKNOWN
QBU,2015-7-3,notes,462.54,DECREASED
DUO,2015-8-7,notes,810.79,INCREASED
BBL,2015-9-19,notes,468.99,INCREASED
ARA,2015-9-10,notes,831.19,DECREASED
IMN,2015-7-3,notes,294.14,DECREASED
EUS,2015-11-5,notes,325.21,INCREASED
DWM,2015-9-19,notes,366.74,INCREASED
NRA,2015-9-14,notes,Not applicable,UNKNOWN
FZV,2015-8-10,notes,UNKOWN,UNKNOWN
WYO,2015-10-5,notes,268.27,INCREASED
WYO,2015-11-12,notes,Not applicable,UNKNOWN
RCC,2015-9-4,notes,354.73,DECREASED
KZW,2015-9-12,notes,...,UNKNOWN
FZS,2015-9-3,notes,203.97,INCREASED
BWS,2015-7-11,notes,627.48,DECREASED
DUO,2015-8-11,notes,959.35,INCREASED
HSK,2015-7-3,notes,383.54,INCREASED
QLS,2015-9-8,notes,425.53,DECREASED
KCT,2015-11-6,notes,145.61,DECREASED
JDF,2015-10-18,notes,289.64,INCREASED
DMD,2015-9-16,notes,34.89,DECREASED
JNL,2015-8-6,notes,516.58,DECREASED
WHJ,2015-10-4,notes,57.84,DECREASED
OBR,2015-10-2,notes,170.14,INCREASED
WHL,2015-10-5,notes,631.9,DECREASED
XBO,2015-11-16,notes,226.55,DECREASED
IQZ,2015-8-1,notes,821.91,INCREASED
QLS,2015-8-6,notes,657.42,INCREASED
XKF,2015-8-16,notes,437.40,DECREASED
QFX,2015-9-17,notes,45.39,DECREASED
MQZ,2015-10-1,notes,395.38,DECREASED
XZZ,2015-9-5,notes,585.83,DECREASED
LTH,2015-10-13,notes,930.67,INCREASED
IUQ,2015-9-3,notes,Lost,UNKNOWN
INO,2015-9-10,notes,323.18,DECREASED
BWS,2015-10-3,notes,579.80,INCREASED
QLS,2015-9-14,notes,839.40,INCREASED
YPF,2015-9-6,notes,572.58,DECREASED
JDF,2015-8-9,notes,916.48,INCREASED
DUO,2015-9-10,notes,604.31,INCREASED
OPZ,2015-10-12,notes,153.67,DECREASED
TFQ,2015-11-3,notes,501.18,INCREASED
GUC,2015-11-3,notes,319.16,INCREASED
HSK,2015-7-14,notes,42.79,DECREASED
